Sample	error_rate	non-primary_alignments	reads_mapped	reads_mapped_percent	reads_properly_paired_percent	reads_MQ0_percent	raw_total_sequences	flagstat_total	mapped_passed	mapped_passed_pct	% Neisseria gonorrhoeae	% Top	% Unclassified	pct_duplication	after_filtering_q30_rate	after_filtering_q30_bases	filtering_result_passed_filter_reads	after_filtering_gc_content	pct_surviving	pct_adapter	percent_duplicates	percent_gc	avg_sequence_length	median_sequence_length	percent_fails	total_sequences
fastp | AD17_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.220186469747702	42.0	139.8253801295184	150	9.090909090909092	1182689.0
fastp | AD17_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.59026	0.949207	4654438231.0	35510756.0	0.421707	98.1291852201305	31.066870065078906						
fastp | AD17_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					7.976642545598992	42.0	138.07240149998495	150	9.090909090909092	17755378.0
fastp | AD17_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.310936454599897	42.0	138.0854767496361	150	9.090909090909092	17755378.0
fastp | AD18_EKDL230051108-1A_22FN5HLT3_L1.lib1														44.1269	0.964807	5595113286.0	39880582.0	0.431714	96.57205681337398	15.778028637604164						
fastp | AD18_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					61.46027777597844	43.0	145.4106299652297	150	9.090909090909092	19940291.0
fastp | AD18_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					62.27086117738108	43.0	145.40958529642322	150	9.090909090909092	19940291.0
fastp | AD19_EKDL240003470-1A_223JWCLT4_L2.lib2														6.315049999999999	0.946566	200997919.0	1525834.0	0.418869	97.92587629448218	29.887135529781432						
fastp | AD19_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.532329971275786	41.0	139.15268240188644	150	9.090909090909092	762917.0
fastp | AD19_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.13828860506986	41.0	139.1683892218944	150	9.090909090909092	762917.0
fastp | AD19_EKDL240003470-1A_22JVFTLT3_L1.lib1														8.33826	0.947831	3010744428.0	23083062.0	0.419992	97.4879818078108	33.43093508389738						
fastp | AD19_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					16.49925418710299	41.0	137.59471330103432	150	9.090909090909092	11541531.0
fastp | AD19_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					17.08171934899272	42.0	137.6125632725849	150	9.090909090909092	11541531.0
fastp | AD20_EKDL230051108-1A_22FN5HLT3_L1.lib1														11.6264	0.96441	4859164366.0	34462936.0	0.436641	98.11206449541471	12.179560870047208						
fastp | AD20_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					15.391913393002781	43.0	146.19785180229567	150	0.0	17231468.0
fastp | AD20_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					15.613751998308686	43.0	146.19772372266831	150	0.0	17231468.0
fastp | AD21_EKDL230051108-1A_22FN5HLT3_L1.lib1														8.96681	0.965486	4867657119.0	34456380.0	0.420294	98.20541109951738	11.93328512801249						
fastp | AD21_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					12.293799639985252	42.0	146.3185865143117	150	0.0	17228190.0
fastp | AD21_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					12.5643276128027	42.0	146.31732619619356	150	0.0	17228190.0
fastp | AD22_EKDL240003470-1A_223JWCLT4_L2.lib2														6.45617	0.946506	143518183.0	1086808.0	0.409102	97.19923729389585	28.20358028268779						
fastp | AD22_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					11.746228271987263	40.0	139.5069708725	150	9.090909090909092	543404.0
fastp | AD22_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					12.648512587089485	40.0	139.52264797461925	150	9.090909090909092	543404.0
fastp | AD22_EKDL240003470-1A_22JVFTLT3_L1.lib1														6.701840000000001	0.951211	2143997830.0	16350756.0	0.410523	97.16003937087416	32.17422705185979						
fastp | AD22_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					15.543156149257698	40.0	137.84464082272405	150	9.090909090909092	8175378.0
fastp | AD22_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					16.29637242180874	41.0	137.844581987524	150	9.090909090909092	8175378.0
fastp | AD23_EKDL230051108-1A_22FN5HLT3_L1.lib1														63.853	0.965295	3420632780.0	25293122.0	0.462056	83.87177962503563	33.36802413192977						
fastp | AD23_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					87.54920348132032	46.0	140.1034482022425	150	9.090909090909092	12646561.0
fastp | AD23_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					88.33300991482957	46.0	140.08673630720637	150	9.090909090909092	12646561.0
fastp | AD24_EKDL240003470-1A_223JWCLT4_L2.lib2														6.63115	0.943984	203540500.0	1530902.0	0.404217	97.72841889426398	25.635594572820953						
fastp | AD24_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					9.251319132085953	40.0	140.83396063235924	150	9.090909090909092	765451.0
fastp | AD24_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.876574305986836	40.0	140.84443680914913	150	9.090909090909092	765451.0
fastp | AD24_EKDL240003470-1A_22JVFTLT3_L1.lib1														9.40108	0.947072	3072619629.0	23294998.0	0.40601	97.33293121605047	29.529008851092765						
fastp | AD24_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					19.909454684260638	40.0	139.26000302725933	150	9.090909090909092	11647499.0
fastp | AD24_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					20.502649028050186	40.0	139.27187810876825	150	9.090909090909092	11647499.0
fastp | AD25_EKDL230051108-1A_22FN5HLT3_L1.lib1														11.1088	0.968787	6815671.0	50668.0	0.41493	89.4277948392107	32.43849059267888						
fastp | AD25_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					15.390384463566747	41.0	138.8527670324465	150	9.090909090909092	25334.0
fastp | AD25_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					15.650903923580955	41.0	138.83579379490013	150	9.090909090909092	25334.0
fastp | AD26_EKDL240003470-1A_223JWCLT4_L2.lib2														6.30173	0.944317	106304424.0	793926.0	0.429181	97.95412259965354	23.67675581240407						
fastp | AD26_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.350946908964346	42.0	141.7824180087313	150	9.090909090909092	396963.0
fastp | AD26_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.924495485885743	42.0	141.79204862921733	150	9.090909090909092	396963.0
fastp | AD26_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.9375599999999995	0.954179	1484186338.0	11079962.0	0.429053	98.00322173428793	27.19115788550071						
fastp | AD26_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					6.60373403613562	42.0	140.3801523868042	150	9.090909090909092	5539981.0
fastp | AD26_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					6.9147577620993985	42.0	140.37741392975897	150	9.090909090909092	5539981.0
fastp | AD27_EKDL240003470-1A_223JWCLT4_L2.lib2														4.7116299999999995	0.939975	246167112.0	1861764.0	0.418756	98.64977856622825	25.667348082867843						
fastp | AD27_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.478188818410686	41.0	140.6576794910633	150	9.090909090909092	930882.0
fastp | AD27_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					7.974182190576528	41.0	140.6641475503877	150	9.090909090909092	930882.0
fastp | AD27_EKDL240003470-1A_22JVFTLT3_L1.lib1														3.90343	0.945294	3791698123.0	28809572.0	0.419427	98.45443716579331	29.140533648064142						
fastp | AD27_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.587556196431152	41.0	139.21693845365004	150	9.090909090909092	14404786.0
fastp | AD27_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.773183093318764	41.0	139.22895730627306	150	9.090909090909092	14404786.0
fastp | AD28_EKDL240003470-1A_223JWCLT4_L2.lib2														6.39721	0.94063	168503014.0	1268922.0	0.420248	98.14723144369607	23.777222254879817						
fastp | AD28_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					9.235928798937792	42.0	141.1646752125032	150	9.090909090909092	634461.0
fastp | AD28_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.71406150670478	42.0	141.17538824293376	150	9.090909090909092	634461.0
fastp | AD28_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.35802	0.94769	2333100857.0	17583824.0	0.42048	97.85515644627296	26.486679789836366						
fastp | AD28_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.859170298932597	41.0	140.0000958835803	150	9.090909090909092	8791912.0
fastp | AD28_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					9.19337235749974	42.0	140.00663632666024	150	9.090909090909092	8791912.0
fastp | AD29_EKDL230051108-1A_22FN5HLT3_L1.lib1														6.19427	0.968579	2655235130.0	20858100.0	0.425164	98.60617917117314	43.76869894266204						
fastp | AD29_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					11.390474825055392	42.0	131.41404087620637	150	0.0	10429050.0
fastp | AD29_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					11.619425746097406	42.0	131.42492547259818	150	0.0	10429050.0
fastp | AD30_EKDL240003470-1A_223JWCLT4_L2.lib2														5.38274	0.943158	262907933.0	2025992.0	0.421073	98.00477738896053	29.764835979214777						
fastp | AD30_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.167088138624905	42.0	137.575817673515	150	9.090909090909092	1012996.0
fastp | AD30_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.78432550639215	42.0	137.58920173426154	150	9.090909090909092	1012996.0
fastp | AD30_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.542120000000001	0.950119	3924611996.0	30407180.0	0.421931	98.01789500184869	33.300843560729504						
fastp | AD30_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.692225728259999	42.0	135.8293481999975	150	9.090909090909092	15203590.0
fastp | AD30_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					9.075937024308061	42.0	135.84646271045193	150	9.090909090909092	15203590.0
fastp | AD31_EKDL240003470-1A_223JWCLT4_L2.lib2														6.09711	0.943639	214963424.0	1630610.0	0.422497	98.34421349236217	26.83949473602949						
fastp | AD31_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.95022930964727	42.0	139.68896670571135	150	9.090909090909092	815305.0
fastp | AD31_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.480430723411388	42.0	139.7037587160633	150	9.090909090909092	815305.0
fastp | AD31_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.44649	0.94678	3225409487.0	24673906.0	0.423402	98.2441332611849	30.476088089575548						
fastp | AD31_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.38841705380706	42.0	138.05555042643024	150	9.090909090909092	12336953.0
fastp | AD31_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.664082963243587	42.0	138.06927942418196	150	9.090909090909092	12336953.0
fastp | AD32_EKDL240003470-1A_223JWCLT4_L2.lib2														5.73948	0.944495	178909930.0	1359692.0	0.411383	98.69389686764617	28.365244329985206						
fastp | AD32_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.8541630411673395	41.0	139.29848965795196	150	9.090909090909092	679846.0
fastp | AD32_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.332223029973434	41.0	139.31267375258514	150	9.090909090909092	679846.0
fastp | AD32_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.75591	0.952671	2612272616.0	19897190.0	0.41244	98.65884358480677	31.88233444914559						
fastp | AD32_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.03327829028187	41.0	137.7956022935902	150	9.090909090909092	9948595.0
fastp | AD32_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.323747554140596	41.0	137.80874193793193	150	9.090909090909092	9948595.0
fastp | AD33_EKDL230051108-1A_22FN5HLT3_L1.lib1														39.77	0.966344	5694429262.0	40513396.0	0.437611	97.78848552260366	14.37208037979013						
fastp | AD33_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					56.363918692052344	43.0	145.44959667167868	150	9.090909090909092	20256698.0
fastp | AD33_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					56.83987752777048	43.0	145.44790113373858	150	9.090909090909092	20256698.0
fastp | AD34_EKDL230051108-1A_22FN5HLT3_L1.lib1														28.7139	0.966228	4185617376.0	30139112.0	0.424044	97.70427099541541	17.87062471176553						
fastp | AD34_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					47.636529922350945	42.0	143.72886745966503	150	0.0	15069556.0
fastp | AD34_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					47.95970844371526	42.0	143.72343976159615	150	0.0	15069556.0
fastp | AD36_EKDL230051108-1A_22FN5HLT3_L1.lib1														6.53715	0.968543	4355624014.0	31757804.0	0.429584	98.46162908837015	24.17045146972514						
fastp | AD36_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					8.39749546380584	42.0	141.60234674916438	150	0.0	15878902.0
fastp | AD36_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					8.552467376002014	42.0	141.59972773936133	150	0.0	15878902.0
fastp | AD37_EKDL240003470-1A_223JWCLT4_L2.lib2														5.9901599999999995	0.944727	106077888.0	805500.0	0.434345	98.41870285249291	26.239366992407525						
fastp | AD37_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					9.21242904407383	43.0	139.38602855369336	150	9.090909090909092	402750.0
fastp | AD37_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.746029903940041	43.0	139.39455245189325	150	9.090909090909092	402750.0
fastp | AD37_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.74023	0.953972	1504268210.0	11472232.0	0.435368	98.26294296016611	30.492622119986972						
fastp | AD37_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.103307829166567	43.0	137.43632485814442	150	9.090909090909092	5736116.0
fastp | AD37_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.356978862359142	43.0	137.44808874158053	150	9.090909090909092	5736116.0
fastp | AD38_EKDL230051108-1A_22FN5HLT3_L1.lib1														14.0435	0.968311	5241188621.0	36841202.0	0.453527	98.42272838991654	11.024244221459943						
fastp | AD38_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					25.04055602073481	45.0	146.9186050987153	150	9.090909090909092	18420601.0
fastp | AD38_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					25.391052282609337	45.0	146.91490891095248	150	9.090909090909092	18420601.0
fastp | AD39_EKDL240003470-1A_223JWCLT4_L2.lib2														6.48017	0.948461	129784395.0	972518.0	0.426385	98.05032182090949	25.719963381781223						
fastp | AD39_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.068492430001541	42.0	140.68981139680704	150	9.090909090909092	486259.0
fastp | AD39_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.594618031475463	42.0	140.70080965082394	150	9.090909090909092	486259.0
fastp | AD39_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.63288	0.949996	1960817608.0	14845696.0	0.427741	97.89538418361715	29.693960866629943						
fastp | AD39_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					5.0070221431362825	42.0	139.01841287872256	150	9.090909090909092	7422848.0
fastp | AD39_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					5.389383147354863	42.0	139.0313137221724	150	9.090909090909092	7422848.0
fastp | AD40_EKDL240003470-1A_223JWCLT4_L2.lib2														6.1529300000000005	0.942711	270035181.0	1998298.0	0.432632	98.70741222623644	18.821901676787856						
fastp | AD40_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.590776995979127	43.0	143.33818079185386	150	9.090909090909092	999149.0
fastp | AD40_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.03843319553799	43.0	143.3442599652304	150	9.090909090909092	999149.0
fastp | AD40_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.31873	0.947836	3881430082.0	28829770.0	0.433809	98.33350160104453	22.030427349960913						
fastp | AD40_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.26859615038775	43.0	142.03454262729116	150	9.090909090909092	14414885.0
fastp | AD40_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.696541150735172	43.0	142.03929743456158	150	9.090909090909092	14414885.0
fastp | AD41_EKDL240003470-1A_223JWCLT4_L2.lib2														6.13645	0.941092	94359262.0	699856.0	0.430877	98.37894369879729	20.24661647371055						
fastp | AD41_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.205678178587036	43.0	143.25698715164262	150	9.090909090909092	349928.0
fastp | AD41_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.712186928509468	43.0	143.26569179945588	150	9.090909090909092	349928.0
fastp | AD41_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.63393	0.951412	1237138515.0	9152514.0	0.431926	98.17793193021434	23.53741654218121						
fastp | AD41_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					4.481308506879145	43.0	142.06548015113663	150	9.090909090909092	4576257.0
fastp | AD41_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					4.811502254880935	43.0	142.0674944610847	150	9.090909090909092	4576257.0
fastp | AD42_EKDL240003470-1A_223JWCLT4_L2.lib2														6.765269999999999	0.945903	243561332.0	1826072.0	0.433123	98.26033334014922	24.61561061600235						
fastp | AD42_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.08004992676561	43.0	140.9954733438769	150	9.090909090909092	913036.0
fastp | AD42_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.54410846861306	43.0	141.00918912288233	150	9.090909090909092	913036.0
fastp | AD42_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.00084	0.956186	3422332048.0	25742910.0	0.43345	98.21228822650947	29.174282917693823						
fastp | AD42_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					5.814699399867777	43.0	139.02479797350028	150	9.090909090909092	12871455.0
fastp | AD42_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					6.234062899300213	43.0	139.03059172409024	150	9.090909090909092	12871455.0
fastp | AD43_EKDL240003470-1A_223JWCLT4_L2.lib2														6.22511	0.942146	102992878.0	770416.0	0.43097	98.86050999876812	22.949559602513038						
fastp | AD43_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.028249821941714	43.0	141.88721677639094	150	9.090909090909092	385208.0
fastp | AD43_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.419112740041854	43.0	141.89238022055616	150	9.090909090909092	385208.0
fastp | AD43_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.72654	0.948513	1504504568.0	11282358.0	0.432133	98.5308522255284	26.25840743144629						
fastp | AD43_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					4.906190504889196	43.0	140.57771256682335	150	9.090909090909092	5641179.0
